blue,event_lab,event_num,event_time,matchID_id,red
0,bpassive,1,46.54,0055,0
0,rpushout,2,79.7,0055,1
0,bhoa,3,89.29,0055,1
0,bhoa,4,94.55,0055,1
0,rpushout,5,95.78,0055,2
0,btv1,6,95.78,0055,3
0,rgba,7,185.55,0055,3
0,rgbc,8,191.02,0055,5
0,bhoa,9,284.29,0055,5
0,rgba,10,285.37,0055,5
0,rpushout,11,321.14,0055,6
0,bhoa,12,349.08,0055,6
0,rgba,13,350.19,0055,6
0,rhoa,1,1.87,01JJ,0
0,bhia,2,15.29,01JJ,0
2,bhic2,3,17.99,01JJ,0
2,bda,4,42.87,01JJ,0
2,rgba,5,43.93,01JJ,0
2,rgba,6,100.06,01JJ,0
2,bgba,7,119.7,01JJ,0
2,bhia,8,131.23,01JJ,0
2,rgba,9,132.73,01JJ,0
4,bhic2,10,133.93,01JJ,0
4,bhia,11,188.67,01JJ,0
4,rgba,12,189.9,01JJ,0
5,rtv1,13,196.13,01JJ,0
5,blsa,14,207.2,01JJ,0
5,rgba,15,208.28,01JJ,0
5,rexposure,16,212.17,01JJ,2
5,bhia,17,226.94,01JJ,2
5,bhia,18,236.73,01JJ,2
5,rgba,19,237.95,01JJ,2
7,bhic2,20,240.44,01JJ,2
7,rda,21,296.67,01JJ,2
7,rhoa,22,304.58,01JJ,2
7,bgba,23,309.25,01JJ,2
7,bhia,24,338.3,01JJ,2
7,rgba,25,340.66,01JJ,2
7,rexposure,26,343.24,01JJ,4
8,brecovery,27,347.93,01JJ,4
0,bpassive,1,41.53,06JY,0
0,rhoa,2,49.37,06JY,0
0,bhia,3,50.44,06JY,0
0,rgba,4,51.81,06JY,0
0,rhoa,5,63.04,06JY,0
0,bgba,6,64.49,06JY,0
0,rhoc2,7,66.24,06JY,2
0,bgba,8,87.03,06JY,2
0,bhia,9,104.11,06JY,2
2,bhic2,10,105.72,06JY,2
4,bturn,11,119.51,06JY,2
6,bturn,12,126.03,06JY,2
6,rhoa,13,161.35,06JY,2
6,bhoa,14,188.43,06JY,2
6,rgba,15,190.21,06JY,2
6,rpushout,16,196.82,06JY,3
6,rhia,17,213.1,06JY,3
6,bgba,18,214.54,06JY,3
6,blsa,19,240.82,06JY,3
6,rgba,20,242.39,06JY,3
6,bhoa,21,269.25,06JY,3
6,bgba,22,283.56,06JY,3
8,bgbc,23,284.39,06JY,3
8,rlsa,24,303.12,06JY,3
8,bgba,25,305.05,06JY,3
8,rlsc2,26,307.26,06JY,5
8,rhia,27,322.33,06JY,5
8,bgba,28,323.37,06JY,5
8,bhia,29,336.02,06JY,5
8,rgba,30,337.23,06JY,5
0,rhia,1,15.13,08VF,0
0,rhic2,2,17.06,08VF,2
0,rhia,3,54.5,08VF,2
0,rhia,4,71.8,08VF,2
0,bpassive,5,89.04,08VF,2
0,bhia,6,125.48,08VF,2
0,rgba,7,126.9,08VF,2
0,rda,8,130.83,08VF,2
0,bgba,9,132.06,08VF,2
1,rtv1,10,142.92,08VF,2
1,bda,11,199.66,08VF,2
1,rgba,12,201.66,08VF,2
3,bdc2,13,219.72,08VF,2
3,rhia,14,249.15,08VF,2
3,bgba,15,249.92,08VF,2
3,bhia,16,272.43,08VF,2
3,rlsa,17,281.83,08VF,2
3,bgba,18,283.13,08VF,2
3,rlsc2,19,286.28,08VF,4
3,rleglace,20,288.86,08VF,6
3,bhia,21,318.64,08VF,6
3,rgba,22,320.02,08VF,6
5,bhic2,23,337.19,08VF,6
5,bhia,24,351.21,08VF,6
5,bhia,25,354.63,08VF,6
5,bhia,26,358.66,08VF,6
7,bhic2,27,359.92,08VF,6
8,rtv1,28,360.76,08VF,6
0,blsa,1,1.11,0AYC,0
0,rhia,2,4.91,0AYC,0
0,bgba,3,6.98,0AYC,0
0,rpushout,4,21.63,0AYC,1
0,bgba,5,28.86,0AYC,1
0,bhoa,6,34.58,0AYC,1
2,bhoc2,7,35.99,0AYC,1
4,bgut,8,44.89,0AYC,1
4,rhia,9,85.68,0AYC,1
4,bgba,10,86.76,0AYC,1
6,bgbc,11,114.39,0AYC,1
6,rda,12,131.58,0AYC,1
6,bta,13,136.82,0AYC,1
8,btc2,14,136.82,0AYC,1
8,rda,15,139.85,0AYC,1
8,bgba,16,142.1,0AYC,1
10,bexposure,17,150.05,0AYC,1
10,rrecovery,18,164.03,0AYC,2
10,blsa,19,184.88,0AYC,2
10,rgba,20,188.94,0AYC,2
10,rta,21,189.88,0AYC,2
14,blsc4,22,195.79,0AYC,2
15,rtv1,23,196.72,0AYC,2
0,bgba,1,5.2,0BOM,0
2,bgbc,2,7.2,0BOM,0
4,bleglace,3,9.02,0BOM,0
6,bleglace,4,10.74,0BOM,0
8,bleglace,5,13.65,0BOM,0
10,bleglace,6,14.9,0BOM,0
0,blsa,1,1.46,0DE7,0
0,rgba,2,11.51,0DE7,0
0,blsa,3,23.09,0DE7,0
0,rgba,4,27.2,0DE7,0
2,blsc2,5,28.6,0DE7,0
2,blsa,6,52.41,0DE7,0
2,rhoa,7,72.81,0DE7,0
2,rhoc2,8,76.09,0DE7,2
2,blsa,9,96.23,0DE7,2
2,rgba,10,97.82,0DE7,2
4,blsc2,11,101.0,0DE7,2
4,rhia,12,116.08,0DE7,2
4,bgba,13,117.47,0DE7,2
4,rhia,14,170.0,0DE7,2
4,rhoa,15,201.82,0DE7,2
4,bgba,16,203.01,0DE7,2
4,rexposure,17,229.17,0DE7,4
5,brecovery,18,252.52,0DE7,4
7,bleglace,19,262.51,0DE7,4
9,blsc2,20,265.68,0DE7,4
9,blsa,21,270.43,0DE7,4
9,rgba,22,272.64,0DE7,4
9,btv1,23,285.87,0DE7,5
9,btv1,24,285.87,0DE7,6
9,blsa,25,318.75,0DE7,6
9,rgba,26,319.94,0DE7,6
9,rgbc,27,343.85,0DE7,8
0,rta,1,11.19,0DES,0
0,rtc4,2,12.65,0DES,4
0,rgut,3,16.85,0DES,6
0,rgut,4,19.36,0DES,8
0,rgut,5,22.19,0DES,10
0,bhia,1,4.55,0EIG,0
0,rhia,2,21.17,0EIG,0
0,bgba,3,25.02,0EIG,0
0,bpassive,4,36.53,0EIG,0
0,rpassive,5,58.42,0EIG,0
0,bhia,6,69.9,0EIG,0
0,bpassive,7,89.94,0EIG,0
0,btv1,8,119.0,0EIG,1
0,rhoa,9,156.95,0EIG,1
0,bhia,10,188.25,0EIG,1
0,bhia,11,193.12,0EIG,1
0,bhia,12,209.42,0EIG,1
0,rhia,13,212.66,0EIG,1
0,bgba,14,213.67,0EIG,1
0,rhic2,15,216.36,0EIG,3
0,bhia,16,237.94,0EIG,3
0,rgba,17,239.65,0EIG,3
0,bhia,18,250.1,0EIG,3
0,rpassive,19,251.0,0EIG,3
1,rtv1,20,280.25,0EIG,3
1,bhia,21,288.88,0EIG,3
1,bhia,22,295.36,0EIG,3
1,rgba,23,296.64,0EIG,3
1,bhia,24,310.41,0EIG,3
1,rgba,25,312.07,0EIG,3
1,bhia,26,318.92,0EIG,3
1,rda,27,321.26,0EIG,3
1,bgba,28,323.21,0EIG,3
1,rdc2,29,326.08,0EIG,5
1,bhoa,30,341.88,0EIG,5
0,rda,1,38.61,0G3W,0
0,bgba,2,40.84,0G3W,0
0,rpushout,3,46.44,0G3W,1
0,bta,4,63.72,0G3W,1
4,btc4,5,65.18,0G3W,1
0,bhia,1,14.8,0HMK,0
0,rgba,2,17.42,0HMK,0
0,bpassive,3,59.5,0HMK,0
0,rhia,4,82.04,0HMK,0
0,bgba,5,84.03,0HMK,0
0,rpassive,6,92.81,0HMK,0
0,bpassive,7,125.31,0HMK,0
0,bpassive,8,155.58,0HMK,0
0,rhia,9,161.81,0HMK,0
0,rhia,10,185.86,0HMK,0
0,rhia,11,193.8,0HMK,0
0,bgba,12,196.87,0HMK,0
0,rpushout,13,205.58,0HMK,1
0,rgba,14,223.94,0HMK,1
0,rlsa,15,245.27,0HMK,1
0,bgba,16,247.09,0HMK,1
0,rpushout,17,262.09,0HMK,2
0,rpushout,18,262.09,0HMK,3
0,rhia,19,293.09,0HMK,3
0,bhia,20,327.27,0HMK,3
0,blsa,1,9.04,0HXX,0
0,rgba,2,10.18,0HXX,0
2,blsc2,3,12.03,0HXX,0
2,blsa,4,20.82,0HXX,0
2,blsa,5,55.33,0HXX,0
2,rgba,6,57.52,0HXX,0
2,blsa,7,89.88,0HXX,0
2,bgba,8,121.14,0HXX,0
2,bgba,9,121.31,0HXX,0
2,rgba,10,123.44,0HXX,0
2,rhoa,11,202.72,0HXX,0
2,bhia,12,211.59,0HXX,0
2,rgba,13,212.86,0HXX,0
2,rhia,14,227.37,0HXX,0
2,rhic2,15,229.56,0HXX,2
2,bhia,16,261.98,0HXX,2
2,rgba,17,263.42,0HXX,2
2,rgbc,18,264.27,0HXX,4
2,rhia,19,306.41,0HXX,4
2,bhoa,20,308.88,0HXX,4
2,rhic2,21,325.17,0HXX,6
2,bda,22,354.13,0HXX,6
0,bhia,1,28.4,0IDS,0
0,rgba,2,30.63,0IDS,0
2,bhic2,3,34.2,0IDS,0
3,rtv1,4,115.6,0IDS,0
3,rhoa,5,125.13,0IDS,0
3,rda,6,134.13,0IDS,0
3,bgba,7,136.21,0IDS,0
3,rlsa,8,154.58,0IDS,0
4,bpushout,9,165.55,0IDS,0
4,rgba,10,197.56,0IDS,0
4,rda,11,198.89,0IDS,0
4,bgba,12,200.29,0IDS,0
4,rhia,13,220.82,0IDS,0
4,bgba,14,222.01,0IDS,0
4,bhia,15,250.39,0IDS,0
4,rgba,16,251.49,0IDS,0
4,rda,17,261.12,0IDS,0
4,rpushout,18,262.21,0IDS,1
0,rhoa,1,1.72,0IGZ,0
0,bgba,2,5.4,0IGZ,0
0,rhoc2,3,14.07,0IGZ,2
0,rleglace,4,16.4,0IGZ,4
0,rleglace,5,18.52,0IGZ,6
0,rleglace,6,21.21,0IGZ,8
0,rleglace,7,24.75,0IGZ,10
0,bda,1,2.62,0NCC,0
0,bda,2,21.51,0NCC,0
0,rpassive,3,33.0,0NCC,0
0,rhoa,4,47.44,0NCC,0
0,bgba,5,49.05,0NCC,0
0,rhia,6,60.16,0NCC,0
0,bgba,7,61.6,0NCC,0
0,rhic2,8,63.49,0NCC,2
0,rgut,9,69.48,0NCC,4
0,rgut,10,71.82,0NCC,6
0,bda,11,77.17,0NCC,6
0,bda,12,92.04,0NCC,6
0,rgba,13,93.57,0NCC,6
0,rexposure,14,103.59,0NCC,8
0,rexposure,15,108.84,0NCC,10
0,rhoa,1,2.32,0O5W,0
0,bgba,2,3.58,0O5W,0
0,rhoc2,3,10.07,0O5W,2
0,rhia,4,34.16,0O5W,2
0,bpassive,5,95.43,0O5W,2
0,rhia,6,189.8,0O5W,2
0,bgba,7,190.72,0O5W,2
0,rpushout,8,201.64,0O5W,3
0,bda,9,330.83,0O5W,3
0,rda,10,331.88,0O5W,3
0,bgba,11,333.94,0O5W,3
0,rpushout,12,343.59,0O5W,4
0,rda,13,351.75,0O5W,4
0,bgba,14,353.11,0O5W,4
0,rhia,1,43.43,0OK7,0
0,bgba,2,45.21,0OK7,0
0,rpushout,3,47.41,0OK7,1
0,rhia,4,55.55,0OK7,1
0,bgba,5,56.79,0OK7,1
0,rhic4,6,63.44,0OK7,5
0,bhia,7,69.06,0OK7,5
0,bhia,8,100.46,0OK7,5
0,bhia,9,189.51,0OK7,5
0,rgba,10,191.84,0OK7,5
0,bgba,11,235.8,0OK7,5
2,bgbc,12,237.7,0OK7,5
2,bgba,13,255.56,0OK7,5
2,bhia,14,256.76,0OK7,5
2,rgba,15,257.9,0OK7,5
4,bhic2,16,264.51,0OK7,5
4,rhia,17,277.12,0OK7,5
4,bgba,18,278.93,0OK7,5
4,rhic2,19,281.78,0OK7,7
4,bhia,20,312.71,0OK7,7
4,rpassive,21,313.54,0OK7,7
4,bhia,22,317.28,0OK7,7
4,bda,23,320.3,0OK7,7
4,rhia,24,322.65,0OK7,7
4,bgba,25,324.33,0OK7,7
4,rpushout,26,325.72,0OK7,8
4,bgba,27,336.7,0OK7,8
4,bhia,28,338.4,0OK7,8
4,rgba,29,339.56,0OK7,8
5,bpushout,30,342.06,0OK7,8
5,bda,31,353.39,0OK7,8
5,rhia,32,356.99,0OK7,8
5,bgba,33,358.55,0OK7,8
0,rhia,1,18.6,0PPV,0
0,bgba,2,21.04,0PPV,0
0,rpushout,3,34.84,0PPV,1
0,bta,4,55.01,0PPV,1
0,bhoa,5,59.94,0PPV,1
0,rgba,6,62.13,0PPV,1
0,rgba,7,80.48,0PPV,1
0,rgbc,8,84.44,0PPV,3
0,rgba,9,121.08,0PPV,3
0,bgba,10,125.27,0PPV,3
0,rpushout,11,126.22,0PPV,4
0,bhia,12,130.92,0PPV,4
0,rgba,13,132.42,0PPV,4
0,bta,14,163.07,0PPV,4
0,rgba,15,165.66,0PPV,4
0,rgbc,16,172.6,0PPV,6
0,bhoa,17,199.47,0PPV,6
0,rgba,18,201.21,0PPV,6
2,bhoc2,19,208.64,0PPV,6
2,rhoa,20,248.35,0PPV,6
2,bgba,21,250.38,0PPV,6
2,bhoa,22,311.57,0PPV,6
2,rgba,23,322.19,0PPV,6
2,rgbc,24,325.78,0PPV,8
2,bhia,25,333.52,0PPV,8
2,bhia,26,338.85,0PPV,8
2,rgba,27,340.16,0PPV,8
2,rgbc,28,345.54,0PPV,10
2,rgut,29,346.64,0PPV,12
0,bgba,1,8.3,0PYX,0
0,rgba,2,9.44,0PYX,0
0,rta,3,14.18,0PYX,0
0,rtc2,4,14.18,0PYX,2
0,rhia,5,24.95,0PYX,2
0,rhic2,6,26.32,0PYX,4
0,rhia,7,45.89,0PYX,4
0,rhic2,8,47.53,0PYX,6
0,rgut,9,52.4,0PYX,8
0,rgut,10,64.94,0PYX,10
0,bhia,1,20.83,0QNR,0
0,rgba,2,22.18,0QNR,0
0,rpassive,3,44.02,0QNR,0
0,rhoa,4,62.24,0QNR,0
0,bpassive,5,74.93,0QNR,0
0,rpassive,6,95.42,0QNR,0
1,rtv1,7,135.37,0QNR,0
1,bhia,8,141.91,0QNR,0
1,rda,9,144.79,0QNR,0
1,rdc2,10,147.71,0QNR,2
1,rhia,11,173.96,0QNR,2
1,bgba,12,175.15,0QNR,2
1,blsa,13,182.72,0QNR,2
1,rda,14,192.05,0QNR,2
1,bgba,15,193.56,0QNR,2
1,bda,16,211.54,0QNR,2
1,bhia,17,225.75,0QNR,2
1,rgba,18,227.0,0QNR,2
2,bpushout,19,234.77,0QNR,2
2,blsa,20,248.67,0QNR,2
2,rda,21,259.16,0QNR,2
2,bgba,22,260.57,0QNR,2
2,bhia,23,288.29,0QNR,2
2,rgba,24,289.42,0QNR,2
3,bpushout,25,293.0,0QNR,2
3,rda,26,331.99,0QNR,2
3,rda,27,335.16,0QNR,2
3,bgba,28,336.24,0QNR,2
3,rda,29,340.93,0QNR,2
3,bgba,30,342.35,0QNR,2
5,bgbc,31,350.71,0QNR,2
0,rda,1,7.02,0QQ7,0
0,bgba,2,8.92,0QQ7,0
0,rgba,3,20.25,0QQ7,0
0,rgbc,4,21.14,0QQ7,2
0,rhia,5,66.87,0QQ7,2
0,bgba,6,68.66,0QQ7,2
2,bgbc,7,72.29,0QQ7,2
2,bgba,8,80.68,0QQ7,2
4,bgbc,9,84.38,0QQ7,2
4,rlsa,10,108.97,0QQ7,2
4,bgba,11,110.55,0QQ7,2
4,rlsc2,12,114.03,0QQ7,4
4,bgba,13,136.25,0QQ7,4
4,rgba,14,136.25,0QQ7,4
5,bpushout,15,136.25,0QQ7,4
5,bgba,16,148.44,0QQ7,4
5,rgba,17,150.07,0QQ7,4
7,bgbc,18,159.56,0QQ7,4
9,bgut,19,167.63,0QQ7,4
9,rlsa,20,183.63,0QQ7,4
9,bgba,21,185.45,0QQ7,4
9,rgba,22,204.94,0QQ7,4
10,bpushout,23,209.62,0QQ7,4
10,bgba,24,224.04,0QQ7,4
12,bgbc,25,241.06,0QQ7,4
14,bleglace,26,247.35,0QQ7,4
16,bleglace,27,248.38,0QQ7,4
0,bpassive,1,36.23,0STM,0
0,bpassive,2,67.67,0STM,0
0,btv1,3,100.3,0STM,1
0,rpassive,4,123.05,0STM,1
0,rhia,5,160.74,0STM,1
0,bgba,6,162.37,0STM,1
1,bpushout,7,169.55,0STM,1
1,bda,8,201.83,0STM,1
2,bpushout,9,203.57,0STM,1
2,bda,10,247.11,0STM,1
2,rgba,11,248.47,0STM,1
2,rhia,12,280.76,0STM,1
2,bgba,13,282.13,0STM,1
2,rhic2,14,293.54,0STM,3
2,bda,15,319.02,0STM,3
2,rgba,16,320.38,0STM,3
2,blsa,17,337.84,0STM,3
2,rgba,18,339.02,0STM,3
2,rexposure,19,346.56,0STM,5
0,rhoa,1,9.56,0Z6H,0
0,bgba,2,11.32,0Z6H,0
2,bgbc,3,25.29,0Z6H,0
2,rhia,4,52.3,0Z6H,0
2,bgba,5,53.74,0Z6H,0
2,rhia,6,71.53,0Z6H,0
2,rhia,7,82.86,0Z6H,0
2,bgba,8,84.19,0Z6H,0
4,bexposure,9,85.26,0Z6H,0
4,rda,10,150.26,0Z6H,0
4,rta,11,153.45,0Z6H,0
4,rhia,12,189.29,0Z6H,0
4,bgba,13,190.68,0Z6H,0
4,rhia,14,225.84,0Z6H,0
4,bgba,15,227.28,0Z6H,0
4,rda,16,232.68,0Z6H,0
4,bgba,17,233.84,0Z6H,0
6,bgbc,18,236.99,0Z6H,0
6,rlsa,19,266.8,0Z6H,0
6,bgba,20,270.04,0Z6H,0
6,bta,21,275.32,0Z6H,0
6,rgba,22,279.69,0Z6H,0
6,rlsc4,23,289.01,0Z6H,4
6,rhoa,24,303.71,0Z6H,4
6,bgba,25,307.53,0Z6H,4
6,rta,26,329.03,0Z6H,4
6,bgba,27,330.44,0Z6H,4
8,bgbc,28,333.47,0Z6H,4
8,rta,29,355.79,0Z6H,4
8,rpushout,30,359.07,0Z6H,5
0,rgba,1,17.6,110U,0
0,rgbc,2,19.85,110U,2
0,bhia,3,45.99,110U,2
0,bhia,4,86.22,110U,2
0,bpassive,5,99.93,110U,2
0,rhia,6,109.79,110U,2
0,bgba,7,112.38,110U,2
0,rpushout,8,117.15,110U,3
0,rhoa,9,181.18,110U,3
0,bgba,10,183.56,110U,3
0,bhoa,11,185.58,110U,3
0,rgba,12,187.0,110U,3
0,bgba,13,190.87,110U,3
1,bpushout,14,192.13,110U,3
1,rhia,15,244.99,110U,3
1,bhoa,16,255.67,110U,3
1,rgba,17,257.19,110U,3
1,rhia,18,291.81,110U,3
1,rhic2,19,292.71,110U,5
3,bexposure,20,294.18,110U,5
3,bhoa,21,339.57,110U,5
3,bgba,22,342.69,110U,5
3,rgba,23,346.2,110U,5
3,rgbc,24,346.83,110U,7
0,blsa,1,2.07,12YM,0
0,blsa,2,13.51,12YM,0
0,rlsa,3,15.51,12YM,0
0,bpassive,4,32.93,12YM,0
0,rhoa,5,37.74,12YM,0
0,blsa,6,39.49,12YM,0
0,blsa,7,45.79,12YM,0
0,blsa,8,56.92,12YM,0
0,rpassive,9,62.64,12YM,0
0,blsa,10,76.39,12YM,0
0,rgba,11,78.76,12YM,0
2,blsc2,12,82.17,12YM,0
2,rlsa,13,90.39,12YM,0
2,rhia,14,97.57,12YM,0
2,bgba,15,98.9,12YM,0
4,bexposure,16,108.81,12YM,0
4,blsa,17,124.86,12YM,0
4,rda,18,126.72,12YM,0
4,bgba,19,127.86,12YM,0
6,bgbc,20,129.11,12YM,0
8,bgut,21,138.38,12YM,0
10,bgut,22,140.61,12YM,0
0,rhia,1,22.0,154C,0
0,bhoa,2,34.81,154C,0
0,rgba,3,38.35,154C,0
0,rta,4,43.12,154C,0
0,btv1,5,45.86,154C,1
0,rhoa,6,83.66,154C,1
0,bgba,7,84.99,154C,1
0,rgba,8,88.03,154C,1
0,bgba,9,91.62,154C,1
0,bta,10,95.24,154C,1
4,btc4,11,96.53,154C,1
4,rhoa,12,142.91,154C,1
4,rhia,13,171.46,154C,1
4,rlsa,14,179.33,154C,1
4,bhoa,15,188.39,154C,1
4,rgba,16,190.48,154C,1
4,rgbc,17,200.64,154C,3
4,rlsa,18,229.62,154C,3
4,rda,19,237.64,154C,3
4,bda,20,240.15,154C,3
6,bdc2,21,242.45,154C,3
6,rhoa,22,281.73,154C,3
6,rhia,23,289.23,154C,3
6,rda,24,305.76,154C,3
6,bpassive,25,306.97,154C,3
6,rhoa,26,322.9,154C,3
6,bgba,27,324.14,154C,3
6,rhia,28,327.45,154C,3
6,rhia,29,339.15,154C,3
6,bgba,30,340.96,154C,3
6,rhoa,31,349.66,154C,3
6,bhia,32,354.05,154C,3
6,rgba,33,355.78,154C,3
0,bgba,1,4.64,16TA,0
0,rlsa,2,20.82,16TA,0
0,rhoa,3,24.1,16TA,0
0,bgba,4,25.93,16TA,0
0,bta,5,32.8,16TA,0
0,rhoc4,6,43.2,16TA,4
0,blsa,7,46.16,16TA,4
0,rgba,8,47.64,16TA,4
2,blsc2,9,51.07,16TA,4
4,bgut,10,53.05,16TA,4
6,bgut,11,57.71,16TA,4
6,bgba,12,70.01,16TA,4
6,bhia,13,91.22,16TA,4
6,rgba,14,92.41,16TA,4
8,bhic2,15,97.04,16TA,4
10,bleglace,16,98.55,16TA,4
12,bleglace,17,100.83,16TA,4
14,bleglace,18,105.78,16TA,4
0,rhoa,1,10.62,1CPI,0
0,bgba,2,13.15,1CPI,0
0,bhoa,3,15.65,1CPI,0
0,rgba,4,17.07,1CPI,0
0,rgbc,5,37.15,1CPI,2
0,rgut,6,45.41,1CPI,4
0,bgba,7,66.41,1CPI,4
2,bgbc,8,75.74,1CPI,4
2,bhia,9,97.2,1CPI,4
2,rgba,10,99.64,1CPI,4
2,rexposure,11,116.47,1CPI,6
2,rhoa,12,136.29,1CPI,6
2,rhoc2,13,139.01,1CPI,8
2,rgut,14,149.28,1CPI,10
2,rgut,15,153.91,1CPI,12
0,rhia,1,20.72,1GXH,0
0,rda,2,44.57,1GXH,0
0,bgba,3,46.22,1GXH,0
1,bpushout,4,49.08,1GXH,0
1,blsa,5,71.76,1GXH,0
1,rgba,6,72.9,1GXH,0
3,bexposure,7,80.65,1GXH,0
3,btv1,8,283.66,1GXH,1
3,blsa,9,292.87,1GXH,1
3,rgba,10,294.53,1GXH,1
5,blsc2,11,297.0,1GXH,1
6,rtv1,12,308.6,1GXH,1
6,rpushout,13,318.09,1GXH,2
7,bpushout,14,333.33,1GXH,2
7,rda,15,354.18,1GXH,2
7,rpushout,16,355.28,1GXH,3
0,bpassive,1,34.09,1IU4,0
0,bhia,2,64.39,1IU4,0
0,rgba,3,66.01,1IU4,0
0,rpassive,4,67.98,1IU4,0
0,rpassive,5,104.89,1IU4,0
1,rtv1,6,143.57,1IU4,0
1,bhia,7,195.88,1IU4,0
1,rhia,8,196.92,1IU4,0
1,bgba,9,198.16,1IU4,0
1,rhic2,10,222.44,1IU4,2
1,rhia,11,249.24,1IU4,2
1,bgba,12,250.27,1IU4,2
1,rda,13,262.29,1IU4,2
1,bgba,14,263.41,1IU4,2
1,rdc2,15,290.27,1IU4,4
1,rgut,16,300.98,1IU4,6
1,bhia,17,325.84,1IU4,6
1,blsa,18,329.34,1IU4,6
1,rgba,19,330.78,1IU4,6
1,bda,20,346.7,1IU4,6
1,rgba,21,347.96,1IU4,6
0,bgba,1,57.24,1M7K,0
0,bpassive,2,67.91,1M7K,0
0,bpassive,3,95.96,1M7K,0
0,bhoa,4,98.84,1M7K,0
0,rhoa,5,100.93,1M7K,0
0,bgba,6,101.91,1M7K,0
2,bexposure,7,111.07,1M7K,0
3,rtv1,8,115.58,1M7K,0
3,rhia,9,186.61,1M7K,0
3,bgba,10,187.68,1M7K,0
3,rhoa,11,245.37,1M7K,0
3,bgba,12,247.37,1M7K,0
3,rhoa,13,249.57,1M7K,0
3,bgba,14,251.75,1M7K,0
4,bpushout,15,325.33,1M7K,0
4,rhia,16,327.25,1M7K,0
4,rhoa,17,349.43,1M7K,0
4,bgba,18,350.66,1M7K,0
0,bhia,1,6.18,1P04,0
1,bpushout,2,8.15,1P04,0
1,bhia,3,10.68,1P04,0
1,bpassive,4,91.32,1P04,0
1,rhoa,5,109.94,1P04,0
1,rgba,6,113.75,1P04,0
1,bpassive,7,133.58,1P04,0
1,btv1,8,161.59,1P04,1
1,bhia,9,182.77,1P04,1
1,bpassive,10,305.98,1P04,1
1,btv1,11,340.63,1P04,2
0,bgba,1,28.96,1P42,0
0,bda,2,44.1,1P42,0
2,bdc2,3,44.1,1P42,0
2,rhia,4,65.2,1P42,0
2,bgba,5,66.32,1P42,0
2,rhic2,6,78.11,1P42,2
2,bhoa,7,100.61,1P42,2
2,rgba,8,102.19,1P42,2
2,rhoa,9,111.04,1P42,2
2,bgba,10,112.07,1P42,2
4,bexposure,11,117.62,1P42,2
4,rhia,12,159.61,1P42,2
4,bgba,13,162.08,1P42,2
4,rhoa,14,188.62,1P42,2
4,bgba,15,189.78,1P42,2
6,bexposure,16,192.82,1P42,2
6,rhoa,17,228.3,1P42,2
6,bgba,18,230.21,1P42,2
6,rhoc4,19,235.48,1P42,6
6,bhoa,20,250.05,1P42,6
6,rgba,21,251.18,1P42,6
10,bhoc4,22,255.18,1P42,6
12,bgut,23,261.02,1P42,6
12,rhoa,24,267.02,1P42,6
12,bgba,25,268.29,1P42,6
12,bhia,26,310.93,1P42,6
12,rgba,27,312.45,1P42,6
14,bhic2,28,314.28,1P42,6
14,rta,29,344.09,1P42,6
14,bgba,30,347.46,1P42,6
14,rhoa,31,358.71,1P42,6
14,bgba,32,359.78,1P42,6
0,rhoa,1,16.84,1PHN,0
0,bgba,2,18.41,1PHN,0
0,rexposure,3,23.09,1PHN,2
0,blsa,4,33.48,1PHN,2
0,bda,5,50.34,1PHN,2
0,bda,6,74.59,1PHN,2
2,bdc2,7,75.25,1PHN,2
2,rlsa,8,92.48,1PHN,2
2,rgba,9,102.17,1PHN,2
2,rlsa,10,108.1,1PHN,2
2,blsa,11,114.06,1PHN,2
2,rhia,12,129.56,1PHN,2
2,bgba,13,131.12,1PHN,2
2,rlsa,14,201.32,1PHN,2
2,bgba,15,204.25,1PHN,2
2,rlsc2,16,207.43,1PHN,4
2,rda,17,213.75,1PHN,4
2,bgba,18,216.25,1PHN,4
2,blsa,19,222.23,1PHN,4
2,rgba,20,223.66,1PHN,4
4,blsc2,21,226.68,1PHN,4
4,rlsa,22,268.25,1PHN,4
4,rlsa,23,275.46,1PHN,4
4,bgba,24,277.04,1PHN,4
4,rexposure,25,283.04,1PHN,6
4,bda,26,321.86,1PHN,6
4,rgba,27,324.21,1PHN,6
6,bdc2,28,326.92,1PHN,6
6,rda,29,349.47,1PHN,6
6,bgba,30,351.27,1PHN,6
8,bexposure,31,356.84,1PHN,6
9,rtv1,32,359.38,1PHN,6
0,blsa,1,2.52,1QBC,0
0,rgba,2,3.7800000000000002,1QBC,0
2,blsc2,3,11.75,1QBC,0
2,rpassive,4,79.33,1QBC,0
2,rhoa,5,98.65,1QBC,0
2,bgba,6,100.34,1QBC,0
2,bta,7,101.61,1QBC,0
6,btc4,8,104.87,1QBC,0
6,rda,9,111.31,1QBC,0
6,rhoa,10,131.96,1QBC,0
6,rhia,11,133.08,1QBC,0
6,bgba,12,135.89,1QBC,0
6,rhoa,13,212.89,1QBC,0
6,bgba,14,214.49,1QBC,0
6,rhoc2,15,228.9,1QBC,2
6,rgut,16,231.81,1QBC,4
6,rgut,17,238.35,1QBC,6
6,btv1,18,238.35,1QBC,7
6,rhia,19,245.64,1QBC,7
6,bgba,20,246.91,1QBC,7
6,rhic2,21,265.79,1QBC,9
6,rleglace,22,278.39,1QBC,11
0,rda,1,21.68,1QXS,0
0,bhia,2,23.4,1QXS,0
