blue,event_lab,event_num,event_time,matchID_id,red
0,bgba,13,137.43,GW9J,8
0,rhoa,14,143.96,GW9J,8
0,bhia,15,157.6,GW9J,8
0,rgba,16,158.84,GW9J,8
0,rhia,17,190.26,GW9J,8
0,rhia,18,202.92,GW9J,8
0,bgba,19,204.39,GW9J,8
0,bda,20,230.43,GW9J,8
0,rgba,21,232.62,GW9J,8
1,bpushout,22,241.77,GW9J,8
1,rlsa,23,249.77,GW9J,8
1,bhia,24,252.79,GW9J,8
1,rhia,25,288.58,GW9J,8
1,bgba,26,290.13,GW9J,8
1,rhic2,27,304.35,GW9J,10
1,bhia,28,327.59,GW9J,10
1,bhia,29,330.46,GW9J,10
1,bgba,30,342.61,GW9J,10
0,rhia,1,4.29,GYPF,0
0,bhia,2,11.91,GYPF,0
0,blsa,3,14.28,GYPF,0
0,rgba,4,17.46,GYPF,0
2,blsc2,5,19.87,GYPF,0
4,bgut,6,29.4,GYPF,0
4,bgba,7,43.28,GYPF,0
6,bgbc,8,43.93,GYPF,0
6,rta,9,63.87,GYPF,0
6,bhia,10,78.76,GYPF,0
6,rgba,11,80.17,GYPF,0
7,bpushout,12,83.09,GYPF,0
7,rda,13,88.09,GYPF,0
7,bgba,14,91.26,GYPF,0
7,rhoa,15,102.9,GYPF,0
7,bgba,16,105.11,GYPF,0
9,bgbc,17,116.38,GYPF,0
11,bleglace,18,129.78,GYPF,0
0,rgba,1,9.66,H1T5,0
0,bta,2,30.86,H1T5,0
4,btc4,3,38.16,H1T5,0
4,bhia,4,116.15,H1T5,0
4,rgba,5,117.43,H1T5,0
4,rlsa,6,137.9,H1T5,0
4,rda,7,139.53,H1T5,0
4,rdc2,8,141.55,H1T5,2
4,bhia,9,151.25,H1T5,2
4,rgba,10,152.52,H1T5,2
5,bpushout,11,159.81,H1T5,2
5,rhia,12,177.36,H1T5,2
5,bhoa,13,189.51,H1T5,2
5,rgba,14,191.15,H1T5,2
5,bgba,15,199.13,H1T5,2
5,bhia,16,201.1,H1T5,2
5,rgba,17,202.83,H1T5,2
5,rgbc,18,205.27,H1T5,4
5,bhoa,19,239.99,H1T5,4
5,rgba,20,242.39,H1T5,4
7,bexposure,21,249.61,H1T5,4
7,rexposure,22,252.76,H1T5,6
7,rrecovery,23,252.76,H1T5,7
7,blsa,24,273.99,H1T5,7
7,rgba,25,275.18,H1T5,7
7,rgbc,26,296.11,H1T5,9
7,bhia,27,318.62,H1T5,9
7,rgba,28,319.58,H1T5,9
7,rexposure,29,333.64,H1T5,11
9,bexposure,30,335.89,H1T5,11
11,bexposure,31,336.67,H1T5,11
13,bexposure,32,338.02,H1T5,11
15,bexposure,33,342.18,H1T5,11
0,bgba,1,7.63,H23Q,0
2,bgbc,2,9.37,H23Q,0
4,bleglace,3,18.99,H23Q,0
6,bleglace,4,20.07,H23Q,0
8,bleglace,5,21.09,H23Q,0
10,bleglace,6,22.13,H23Q,0
0,bgba,1,24.22,H4FK,0
0,rhia,2,47.09,H4FK,0
0,rpassive,3,62.3,H4FK,0
0,bpassive,4,74.91,H4FK,0
0,bgba,5,91.23,H4FK,0
0,rpassive,6,113.35,H4FK,0
0,rgba,7,127.05,H4FK,0
0,rgbc,8,130.8,H4FK,2
0,bda,9,154.52,H4FK,2
0,rgba,10,156.4,H4FK,2
2,bdc2,11,159.73,H4FK,2
2,rgba,12,228.77,H4FK,2
2,bgba,13,229.53,H4FK,2
2,rexposure,14,247.65,H4FK,4
2,bhia,15,262.0,H4FK,4
2,rgba,16,263.52,H4FK,4
4,bexposure,17,276.22,H4FK,4
4,bhia,18,299.69,H4FK,4
4,rgba,19,301.15,H4FK,4
4,rlsa,20,336.05,H4FK,4
4,bgba,21,337.65,H4FK,4
4,rlsc2,22,348.56,H4FK,6
0,bhia,1,11.97,H73Y,0
0,bhia,2,16.28,H73Y,0
0,rgba,3,18.36,H73Y,0
2,bhic2,4,26.45,H73Y,0
2,rlsa,5,50.71,H73Y,0
2,bgba,6,51.93,H73Y,0
4,bgbc,7,52.48,H73Y,0
4,bgba,8,73.06,H73Y,0
4,rrecovery,9,100.77,H73Y,1
4,bhia,10,115.83,H73Y,1
4,blsa,11,131.55,H73Y,1
4,rhia,12,149.35,H73Y,1
4,blsa,13,164.98,H73Y,1
4,rlsa,14,169.72,H73Y,1
6,bturn,15,187.79,H73Y,1
6,bhia,16,225.34,H73Y,1
8,bhic2,17,227.36,H73Y,1
8,bda,18,253.75,H73Y,1
8,rgba,19,255.84,H73Y,1
8,rhia,20,281.68,H73Y,1
8,bgba,21,283.83,H73Y,1
8,rda,22,314.37,H73Y,1
8,bgba,23,316.01,H73Y,1
10,bexposure,24,322.88,H73Y,1
10,rda,25,341.21,H73Y,1
10,bgba,26,343.93,H73Y,1
12,bgbc,27,350.13,H73Y,1
0,bgba,1,15.62,HC8M,0
0,rhia,2,23.26,HC8M,0
0,rhic2,3,24.48,HC8M,2
0,rleglace,4,26.66,HC8M,4
0,rleglace,5,28.27,HC8M,6
0,rleglace,6,35.25,HC8M,8
0,rpushout,7,153.63,HC8M,9
0,rhoa,8,169.12,HC8M,9
0,rda,9,227.31,HC8M,9
0,rpushout,10,228.57,HC8M,10
0,bta,1,3.84,HEZD,0
4,btc4,2,5.1,HEZD,0
4,bgba,3,31.09,HEZD,0
6,bgbc,4,31.87,HEZD,0
6,bhia,5,116.03,HEZD,0
6,rgba,6,117.1,HEZD,0
6,bda,7,152.12,HEZD,0
7,bpushout,8,152.12,HEZD,0
7,rda,9,186.02,HEZD,0
7,bgba,10,187.25,HEZD,0
9,bgbc,11,188.28,HEZD,0
9,rlsa,12,214.71,HEZD,0
9,bda,13,218.45,HEZD,0
10,bpushout,14,219.6,HEZD,0
0,blsa,1,1.72,HHW6,0
0,rgba,2,3.73,HHW6,0
2,blsc2,3,8.34,HHW6,0
4,bgut,4,13.32,HHW6,0
6,bgut,5,20.45,HHW6,0
6,blsa,6,37.12,HHW6,0
8,blsc2,7,37.89,HHW6,0
10,bgut,8,43.5,HHW6,0
0,bhoa,1,8.89,HIDL,0
2,bhoc2,2,13.84,HIDL,0
2,bgba,3,40.77,HIDL,0
2,bgba,4,85.06,HIDL,0
4,bgbc,5,103.06,HIDL,0
4,rlsa,6,124.57,HIDL,0
4,blsa,7,132.54,HIDL,0
4,rgba,8,134.21,HIDL,0
6,blsc2,9,156.65,HIDL,0
8,bturn,10,161.27,HIDL,0
8,rhoa,11,187.7,HIDL,0
8,bgba,12,189.34,HIDL,0
10,bgbc,13,196.4,HIDL,0
0,rhia,1,12.69,HPFE,0
0,bgba,2,15.09,HPFE,0
0,rhic2,3,27.02,HPFE,2
0,bgba,4,42.4,HPFE,2
0,bda,5,78.31,HPFE,2
0,rgba,6,79.68,HPFE,2
0,rgbc,7,91.94,HPFE,4
0,btv1,8,93.97,HPFE,5
0,bda,9,105.15,HPFE,5
0,rgba,10,106.54,HPFE,5
0,bgba,11,193.18,HPFE,5
0,bda,12,219.8,HPFE,5
0,rgba,13,220.65,HPFE,5
0,rgbc,14,244.04,HPFE,7
0,rleglace,15,249.9,HPFE,9
0,rhia,16,319.53,HPFE,9
0,bgba,17,320.65,HPFE,9
2,bgbc,18,333.53,HPFE,9
2,blsa,19,353.83,HPFE,9
0,bhoa,1,6.36,HPYM,0
2,bhoc2,2,12.71,HPYM,0
4,bleglace,3,14.6,HPYM,0
6,bleglace,4,16.49,HPYM,0
6,rlsa,5,32.84,HPYM,0
6,bhia,6,51.78,HPYM,0
10,bhic4,7,56.94,HPYM,0
0,bgba,1,36.35,HQWK,0
2,bgbc,2,39.09,HQWK,0
2,rda,3,56.23,HQWK,0
2,rlsa,4,141.97,HQWK,0
2,rlsc2,5,145.45,HQWK,2
2,bgba,6,167.17,HQWK,2
4,bexposure,7,180.27,HQWK,2
4,rhia,8,185.99,HQWK,2
4,bgba,9,187.24,HQWK,2
4,rhic2,10,204.17,HQWK,4
4,rturn,11,211.37,HQWK,6
0,rhoa,1,32.0,HRGN,0
0,bgba,2,33.4,HRGN,0
0,bpassive,3,53.39,HRGN,0
0,rhoa,4,59.86,HRGN,0
0,bgba,5,61.14,HRGN,0
0,rhoc2,6,78.09,HRGN,2
0,rhoa,7,124.47,HRGN,2
0,bgba,8,126.61,HRGN,2
0,rhoa,9,217.42,HRGN,2
0,bgba,10,218.72,HRGN,2
0,rhoa,11,231.56,HRGN,2
0,bgba,12,233.22,HRGN,2
2,bexposure,13,235.2,HRGN,2
4,bexposure,14,237.13,HRGN,2
4,rrecovery,15,242.0,HRGN,3
4,rhoa,16,249.55,HRGN,3
4,bgba,17,251.93,HRGN,3
6,bgbc,18,283.28,HRGN,3
6,blsa,19,300.64,HRGN,3
6,rgba,20,302.23,HRGN,3
8,blsc2,21,306.23,HRGN,3
8,rhia,22,320.65,HRGN,3
8,bgba,23,321.82,HRGN,3
8,rpushout,24,336.12,HRGN,4
8,rhoa,25,340.82,HRGN,4
8,bgba,26,341.52,HRGN,4
10,bexposure,27,343.89,HRGN,4
0,rgba,1,6.82,HTMU,0
0,rhoa,2,15.81,HTMU,0
0,bgba,3,17.44,HTMU,0
0,rhoc2,4,19.37,HTMU,2
0,rgut,5,21.86,HTMU,4
0,rhia,6,40.07,HTMU,4
0,bgba,7,41.77,HTMU,4
0,rhic2,8,46.64,HTMU,6
0,rhia,9,77.51,HTMU,6
0,bgba,10,78.78,HTMU,6
0,rhic2,11,85.24,HTMU,8
0,bpassive,1,42.93,HXAT,0
0,rhia,2,69.05,HXAT,0
0,bgba,3,70.39,HXAT,0
0,rhic2,4,71.69,HXAT,2
0,bhia,5,109.63,HXAT,2
0,rgba,6,111.01,HXAT,2
0,rhia,7,127.25,HXAT,2
0,bgba,8,128.54,HXAT,2
0,rpushout,9,132.79,HXAT,3
0,bhia,10,140.02,HXAT,3
0,blsa,11,142.72,HXAT,3
0,bhia,12,146.28,HXAT,3
0,rgba,13,148.19,HXAT,3
2,bhic2,14,175.72,HXAT,3
2,rgba,15,178.95,HXAT,3
2,rgbc,16,180.72,HXAT,5
2,btv1,17,193.23,HXAT,6
2,rhia,18,195.49,HXAT,6
2,bgba,19,196.82,HXAT,6
2,rhic2,20,198.64,HXAT,8
2,rhia,21,214.43,HXAT,8
2,bgba,22,215.7,HXAT,8
2,rhic2,23,221.26,HXAT,10
2,rda,24,223.63,HXAT,10
2,bgba,25,224.56,HXAT,10
2,blsa,26,248.51,HXAT,10
2,rgba,27,250.36,HXAT,10
2,rgbc,28,252.3,HXAT,12
0,bgba,1,25.42,HXTI,0
0,rpassive,2,47.05,HXTI,0
0,rda,3,64.86,HXTI,0
0,bgba,4,66.14,HXTI,0
0,bta,5,68.23,HXTI,0
4,btc4,6,69.69,HXTI,0
4,rhia,7,82.02,HXTI,0
4,rgba,8,84.97,HXTI,0
4,bhia,9,86.92,HXTI,0
5,bpushout,10,87.91,HXTI,0
5,bhoa,11,127.06,HXTI,0
5,rhia,12,159.54,HXTI,0
5,bgba,13,161.47,HXTI,0
5,rhic2,14,168.78,HXTI,2
5,rturn,15,173.05,HXTI,4
5,bgba,16,175.4,HXTI,4
5,bhoa,17,185.43,HXTI,4
5,rgba,18,185.43,HXTI,4
7,bhoc2,19,188.26,HXTI,4
7,rgba,20,202.8,HXTI,4
11,bdc4,21,204.38,HXTI,4
11,rhia,22,252.37,HXTI,4
11,bgba,23,253.72,HXTI,4
11,rda,24,292.66,HXTI,4
11,rhia,25,328.0,HXTI,4
11,bhia,26,334.3,HXTI,4
11,rpushout,27,335.02,HXTI,5
11,rgba,28,337.35,HXTI,5
11,rexposure,29,340.84,HXTI,7
11,bhia,30,351.49,HXTI,7
11,rgba,31,352.99,HXTI,7
0,rda,1,3.58,I3V7,0
0,bhia,2,35.11,I3V7,0
0,rda,3,39.38,I3V7,0
0,bgba,4,41.27,I3V7,0
0,rdc2,5,42.9,I3V7,2
0,blsa,6,53.16,I3V7,2
0,rda,7,56.3,I3V7,2
0,bgba,8,57.9,I3V7,2
0,rlsa,9,109.38,I3V7,2
0,bgba,10,110.4,I3V7,2
0,rlsc2,11,111.67,I3V7,4
0,rgut,12,124.71,I3V7,6
0,bda,13,140.27,I3V7,6
0,rhia,14,141.56,I3V7,6
0,bgba,15,143.41,I3V7,6
0,rhic2,16,146.49,I3V7,8
0,rda,17,158.35,I3V7,8
0,bgba,18,160.12,I3V7,8
0,rda,19,166.83,I3V7,8
0,rdc2,20,168.91,I3V7,10
0,rhoa,1,7.54,I3WT,0
0,bgba,2,9.28,I3WT,0
0,rta,3,31.06,I3WT,0
0,bta,4,31.06,I3WT,0
4,btc4,5,31.06,I3WT,0
0,rlsa,1,29.06,I5AK,0
0,rda,2,38.98,I5AK,0
0,rhoa,3,46.07,I5AK,0
0,bgba,4,47.3,I5AK,0
1,bpushout,5,62.16,I5AK,0
1,rhia,6,72.87,I5AK,0
1,rhoa,7,101.32,I5AK,0
1,rhoa,8,126.55,I5AK,0
1,rta,9,137.58,I5AK,0
1,bda,10,140.55,I5AK,0
5,bdc4,11,142.09,I5AK,0
5,bhia,12,148.75,I5AK,0
5,rgba,13,150.03,I5AK,0
7,bhic2,14,154.34,I5AK,0
7,rlsa,15,173.85,I5AK,0
7,bhia,16,200.05,I5AK,0
7,rgba,17,201.7,I5AK,0
7,bta,18,212.88,I5AK,0
11,btc4,19,214.86,I5AK,0
0,rhia,1,12.74,I6F7,0
0,bgba,2,14.08,I6F7,0
0,bda,3,24.05,I6F7,0
0,rgba,4,26.41,I6F7,0
0,rda,5,84.86,I6F7,0
0,rdc2,6,85.83,I6F7,2
0,blsa,7,133.82,I6F7,2
4,blsc4,8,135.21,I6F7,2
4,rlsa,9,138.52,I6F7,2
4,bgba,10,139.97,I6F7,2
4,rhoa,11,203.15,I6F7,2
4,bgba,12,205.34,I6F7,2
4,rpushout,13,226.14,I6F7,3
4,btv1,14,233.39,I6F7,4
4,blsa,15,236.68,I6F7,4
4,rgba,16,238.19,I6F7,4
4,rexposure,17,246.15,I6F7,6
4,bhoa,18,276.61,I6F7,6
4,rlsa,19,279.18,I6F7,6
4,rlsc2,20,282.15,I6F7,8
4,rleglace,21,292.64,I6F7,10
4,rleglace,22,295.24,I6F7,12
4,rleglace,23,300.21,I6F7,14
0,rpassive,1,33.86,I6LX,0
0,bhia,2,57.69,I6LX,0
0,rgba,3,59.67,I6LX,0
0,bpassive,4,66.78,I6LX,0
0,rda,5,78.11,I6LX,0
0,bgba,6,78.93,I6LX,0
0,rdc2,7,87.02,I6LX,2
0,blsa,8,114.24,I6LX,2
0,rgba,9,115.39,I6LX,2
2,blsc2,10,123.4,I6LX,2
4,bturn,11,127.95,I6LX,2
4,rhia,12,197.38,I6LX,2
4,bgba,13,221.88,I6LX,2
4,rgba,14,222.84,I6LX,2
6,bgbc,15,231.39,I6LX,2
6,bda,16,252.07,I6LX,2
7,bpushout,17,252.94,I6LX,2
7,btv1,18,298.67,I6LX,3
7,rlsa,19,319.61,I6LX,3
7,rgba,20,322.85,I6LX,3
7,rgbc,21,323.59,I6LX,5
7,rgut,22,324.71,I6LX,7
7,blsa,23,329.9,I6LX,7
7,bhia,24,332.0,I6LX,7
7,rgba,25,333.05,I6LX,7
7,rta,26,342.23,I6LX,7
7,rpushout,27,342.23,I6LX,8
7,bda,28,353.72,I6LX,8
7,rgba,29,356.1,I6LX,8
8,bpushout,30,357.67,I6LX,8
8,bda,31,362.74,I6LX,8
0,blsa,1,4.1,I8Q6,0
0,rgba,2,6.87,I8Q6,0
0,rlsa,3,36.55,I8Q6,0
0,bpassive,4,46.17,I8Q6,0
0,rpassive,5,75.12,I8Q6,0
0,rda,6,81.24,I8Q6,0
0,bda,7,96.75,I8Q6,0
0,bhoa,8,105.27,I8Q6,0
0,rpassive,9,108.24,I8Q6,0
1,rtv1,10,160.79,I8Q6,0
1,rda,11,213.42,I8Q6,0
1,bgba,12,216.18,I8Q6,0
1,rdc4,13,217.66,I8Q6,4
1,rlsa,14,221.47,I8Q6,4
1,bda,15,225.91,I8Q6,4
1,rgba,16,227.93,I8Q6,4
1,rhoa,17,242.12,I8Q6,4
1,bgba,18,243.8,I8Q6,4
1,bhia,19,263.36,I8Q6,4
1,bhia,20,270.31,I8Q6,4
1,rpushout,21,275.66,I8Q6,5
1,bhia,22,287.48,I8Q6,5
1,rgba,23,313.13,I8Q6,5
1,bhia,24,320.26,I8Q6,5
1,rgba,25,321.92,I8Q6,5
3,bhic2,26,326.15,I8Q6,5
0,rhia,1,23.75,IB2Y,0
0,rhic2,2,24.43,IB2Y,2
0,rgut,3,31.2,IB2Y,4
0,rgba,4,40.51,IB2Y,4
0,rgba,5,46.76,IB2Y,4
0,bgba,6,73.78,IB2Y,4
0,rgba,7,83.51,IB2Y,4
0,rgbc,8,84.21,IB2Y,6
0,rlsa,9,102.91,IB2Y,6
0,bgba,10,104.26,IB2Y,6
0,rlsc2,11,107.89,IB2Y,8
0,bhia,12,127.14,IB2Y,8
0,rgba,13,128.66,IB2Y,8
0,bta,14,142.3,IB2Y,8
2,btc2,15,142.3,IB2Y,8
4,btc2,16,142.3,IB2Y,8
4,bta,17,142.3,IB2Y,8
4,rgba,18,147.5,IB2Y,8
4,bda,19,193.16,IB2Y,8
4,rgba,20,195.15,IB2Y,8
4,rexposure,21,197.91,IB2Y,10
0,bpassive,1,40.68,IB5H,0
0,rda,2,47.29,IB5H,0
0,bhia,3,53.52,IB5H,0
0,bhoa,4,56.83,IB5H,0
0,rda,5,58.98,IB5H,0
0,bgba,6,59.97,IB5H,0
0,rhia,7,71.85,IB5H,0
0,bgba,8,72.9,IB5H,0
0,rpushout,9,74.92,IB5H,1
0,rda,10,78.36,IB5H,1
0,rgba,11,93.38,IB5H,1
0,bda,12,114.62,IB5H,1
0,rhia,13,116.21,IB5H,1
0,bgba,14,118.6,IB5H,1
0,rhic2,15,123.02,IB5H,3
0,rleglace,16,124.52,IB5H,5
0,rleglace,17,126.53,IB5H,7
0,rleglace,18,130.97,IB5H,9
0,rleglace,19,135.2,IB5H,11
0,bhoa,1,8.56,IBHB,0
2,bhoc2,2,9.91,IBHB,0
4,bgut,3,11.12,IBHB,0
6,bgut,4,14.63,IBHB,0
8,bgut,5,16.38,IBHB,0
10,bgut,6,18.56,IBHB,0
0,blsa,1,17.26,ID0M,0
0,rgba,2,19.21,ID0M,0
0,blsa,3,33.52,ID0M,0
0,rgba,4,35.5,ID0M,0
0,blsa,5,42.11,ID0M,0
0,rgba,6,43.33,ID0M,0
2,blsc2,7,55.86,ID0M,0
2,bgba,8,116.42,ID0M,0
2,blsa,9,132.42,ID0M,0
2,blsa,10,137.5,ID0M,0
2,rgba,11,138.64,ID0M,0
4,blsc2,12,180.17,ID0M,0
4,rda,13,193.31,ID0M,0
4,rhia,14,226.18,ID0M,0
4,bgba,15,227.33,ID0M,0
4,rpushout,16,244.48,ID0M,1
4,rpushout,17,244.48,ID0M,2
4,rda,18,245.55,ID0M,2
4,bgba,19,249.55,ID0M,2
4,rdc2,20,250.51,ID0M,4
4,bhia,21,264.76,ID0M,4
4,rgba,22,265.96,ID0M,4
4,rhia,23,273.83,ID0M,4
4,bgba,24,274.85,ID0M,4
4,rda,25,281.74,ID0M,4
4,bgba,26,283.19,ID0M,4
4,rda,27,308.69,ID0M,4
4,bgba,28,310.43,ID0M,4
5,bpushout,29,315.58,ID0M,4
5,bhia,30,321.34,ID0M,4
5,rgba,31,322.25,ID0M,4
5,rda,32,346.23,ID0M,4
5,bgba,33,348.41,ID0M,4
0,bhia,1,1.6099999999999999,IDU0,0
0,rgba,2,3.63,IDU0,0
2,bhic2,3,8.55,IDU0,0
2,rrecovery,4,27.9,IDU0,1
2,blsa,5,36.38,IDU0,1
2,rlsa,6,48.21,IDU0,1
2,bgba,7,49.62,IDU0,1
4,bgbc,8,50.41,IDU0,1
6,bleglace,9,61.4,IDU0,1
8,bleglace,10,63.26,IDU0,1
10,bleglace,11,70.35,IDU0,1
10,rhoa,12,75.87,IDU0,1
10,bhia,13,77.65,IDU0,1
10,rgba,14,79.1,IDU0,1
11,bpushout,15,84.83,IDU0,1
0,bhoa,1,1.27,IE01,0
0,rgba,2,2.42,IE01,0
2,bexposure,3,10.46,IE01,0
2,bgba,4,14.2,IE01,0
2,bda,5,21.89,IE01,0
2,rgba,6,22.7,IE01,0
6,bdc4,7,22.7,IE01,0
6,rhoa,8,36.66,IE01,0
6,bgba,9,39.94,IE01,0
6,rhoc4,10,44.26,IE01,4
6,rturn,11,49.32,IE01,6
6,rturn,12,54.82,IE01,8
6,rhia,13,57.01,IE01,8
6,rhic2,14,59.95,IE01,10
6,btv1,15,77.39,IE01,11
6,rturn,16,80.93,IE01,13
0,rhoa,1,20.62,IHKA,0
0,bgba,2,23.77,IHKA,0
2,bgbc,3,33.22,IHKA,0
4,bgut,4,36.93,IHKA,0
4,rpassive,5,102.82,IHKA,0
4,rhoa,6,126.68,IHKA,0
4,bgba,7,128.33,IHKA,0
4,bhia,8,213.61,IHKA,0
4,rgba,9,214.65,IHKA,0
5,bpushout,10,221.9,IHKA,0
5,rhia,11,299.4,IHKA,0
5,bgba,12,301.11,IHKA,0
5,rda,13,333.0,IHKA,0
5,bgba,14,333.89,IHKA,0
7,bgbc,15,335.08,IHKA,0
9,bleglace,16,343.76,IHKA,0
0,bhia,1,19.78,IJEY,0
0,rgba,2,21.81,IJEY,0
1,bpushout,3,22.93,IJEY,0
1,blsa,4,24.19,IJEY,0
1,rpushout,5,40.81,IJEY,1
1,bgba,6,45.72,IJEY,1
1,rgba,7,72.88,IJEY,1
1,rgbc,8,74.3,IJEY,3
1,bhia,9,107.89,IJEY,3
1,blsa,10,113.99,IJEY,3
1,btv1,11,125.64,IJEY,4
1,blsa,12,128.78,IJEY,4
1,rda,13,138.65,IJEY,4
1,bgba,14,140.39,IJEY,4
1,rdc2,15,141.98,IJEY,6
1,blsa,16,143.75,IJEY,6
1,blsa,17,149.94,IJEY,6
1,bhia,18,162.95,IJEY,6
1,rgba,19,164.28,IJEY,6
2,bpushout,20,165.49,IJEY,6
2,blsa,21,184.85,IJEY,6
2,rgba,22,186.28,IJEY,6
2,rexposure,23,191.17,IJEY,8
3,brecovery,24,199.74,IJEY,8
3,blsa,25,215.67,IJEY,8
3,rgba,26,219.7,IJEY,8
3,rexposure,27,220.68,IJEY,10
3,rda,28,241.66,IJEY,10
3,bda,29,251.26,IJEY,10
3,rgba,30,253.12,IJEY,10
3,rlsa,31,271.27,IJEY,10
3,btv1,32,278.7,IJEY,11
3,bhoa,33,288.31,IJEY,11
3,rgba,34,290.26,IJEY,11
3,rexposure,35,293.71,IJEY,13
0,rpassive,1,42.38,IKN4,0
0,bhoa,2,67.41,IKN4,0
0,rgba,3,69.14,IKN4,0
0,rlsa,4,78.11,IKN4,0
0,bgba,5,79.63,IKN4,0
0,rpassive,6,85.55,IKN4,0
0,rhoa,7,109.57,IKN4,0
0,bgba,8,110.8,IKN4,0
2,bgbc,9,113.42,IKN4,0
2,rhia,10,148.32,IKN4,0
2,bgba,11,149.77,IKN4,0
4,bgbc,12,152.8,IKN4,0
4,rlsa,13,163.83,IKN4,0
4,rlsc4,14,170.35,IKN4,4
4,rgut,15,172.65,IKN4,6
4,btv1,16,180.39,IKN4,7
4,rhia,17,187.67,IKN4,7
4,bgba,18,188.75,IKN4,7
4,rhic2,19,208.32,IKN4,9
4,bhia,20,229.84,IKN4,9
4,rgba,21,231.12,IKN4,9
4,bhoa,22,247.59,IKN4,9
4,rgba,23,249.32,IKN4,9
4,rgba,24,259.93,IKN4,9
4,bgba,25,260.79,IKN4,9
4,rlsa,26,269.1,IKN4,9
4,rexposure,27,270.41,IKN4,11
4,bgba,28,275.03,IKN4,11
5,brecovery,29,283.9,IKN4,11
5,bhoa,30,310.64,IKN4,11
5,rgba,31,312.14,IKN4,11
5,rgbc,32,315.15,IKN4,13
5,bhia,33,332.62,IKN4,13
5,bhoa,34,334.08,IKN4,13
5,rgba,35,335.51,IKN4,13
7,bhoc2,36,340.57,IKN4,13
7,bda,37,349.54,IKN4,13
7,rgba,38,351.23,IKN4,13
7,rgbc,39,352.64,IKN4,15
0,rgba,1,37.67,IKO7,0
0,rgbc,2,39.96,IKO7,2
0,rgut,3,46.5,IKO7,4
0,rhia,4,69.02,IKO7,4
0,rhia,5,76.16,IKO7,4
0,bgba,6,79.1,IKO7,4
0,bta,7,87.88,IKO7,4
2,btc2,8,91.5,IKO7,4
2,bgba,9,121.3,IKO7,4
2,rda,10,128.91,IKO7,4
4,bexposure,11,131.01,IKO7,4
4,bda,12,190.54,IKO7,4
4,bhoa,13,199.65,IKO7,4
4,rgba,14,201.16,IKO7,4
4,rta,15,212.47,IKO7,4
4,rtc2,16,217.12,IKO7,6
4,rgba,17,256.87,IKO7,6
4,bda,18,283.72,IKO7,6
4,rgba,19,285.29,IKO7,6
4,bgba,20,308.54,IKO7,6
4,bhia,21,310.29,IKO7,6
4,rgba,22,311.38,IKO7,6
6,bhic2,23,313.65,IKO7,6
8,bgut,24,321.23,IKO7,6
8,rhia,25,344.81,IKO7,6
0,bda,1,36.95,IL61,0
0,rlsa,2,46.42,IL61,0
0,rhia,3,51.89,IL61,0
0,bgba,4,53.33,IL61,0
0,rhia,5,67.42,IL61,0
0,bgba,6,68.34,IL61,0
0,rhic2,7,86.19,IL61,2
0,rleglace,8,110.33,IL61,4
0,rleglace,9,116.28,IL61,6
0,rhia,10,147.77,IL61,6
0,bgba,11,149.14,IL61,6
0,rhic2,12,168.15,IL61,8
0,rgba,13,198.05,IL61,8
0,rhia,14,206.85,IL61,8
0,bgba,15,208.47,IL61,8
0,rhic2,16,262.73,IL61,10
0,rhia,1,37.91,ILQ4,0
0,rhia,2,39.65,ILQ4,0
0,rpassive,3,46.85,ILQ4,0
0,rda,4,82.44,ILQ4,0
0,bpassive,5,83.7,ILQ4,0
0,rpassive,6,112.39,ILQ4,0
1,rtv1,7,142.95,ILQ4,0
1,rgba,8,147.85,ILQ4,0
1,rgbc,9,148.63,ILQ4,2
1,bhoa,10,157.78,ILQ4,2
1,rgba,11,160.0,ILQ4,2
1,rgbc,12,162.42,ILQ4,4
1,rhia,13,184.09,ILQ4,4
1,bgba,14,186.57,ILQ4,4
1,rpushout,15,188.61,ILQ4,5
1,bda,16,201.46,ILQ4,5
1,rgba,17,203.32,ILQ4,5
1,blsa,18,229.23,ILQ4,5
1,rgba,19,230.52,ILQ4,5
3,blsc2,20,232.89,ILQ4,5
5,bgut,21,246.64,ILQ4,5
7,bgut,22,251.44,ILQ4,5
9,bgut,23,255.89,ILQ4,5
11,bgut,24,262.86,ILQ4,5
11,rda,25,282.55,ILQ4,5
11,bgba,26,284.17,ILQ4,5
11,rdc4,27,285.75,ILQ4,9
11,blsa,28,292.34,ILQ4,9
11,bhoa,29,339.72,ILQ4,9
11,rgba,30,341.58,ILQ4,9
13,bhoc2,31,346.87,ILQ4,9
13,rgba,32,354.0,ILQ4,9
13,rgbc,33,361.34,ILQ4,11
0,rda,1,13.61,IOIV,0
0,bgba,2,32.38,IOIV,0
2,bgbc,3,34.44,IOIV,0
2,rda,4,114.68,IOIV,0
2,bgba,5,116.75,IOIV,0
2,rda,6,133.17,IOIV,0
2,bgba,7,133.93,IOIV,0
2,blsa,8,135.92,IOIV,0
2,rgba,9,147.87,IOIV,0
4,blsc2,10,159.29,IOIV,0
4,rexposure,11,163.16,IOIV,2
5,brecovery,12,165.27,IOIV,2
5,rda,13,313.75,IOIV,2
5,rdc2,14,313.75,IOIV,4
5,rhia,15,320.59,IOIV,4
5,bgba,16,321.7,IOIV,4
7,bexposure,17,331.56,IOIV,4
0,bda,1,16.68,IQA8,0
2,bdc2,2,20.63,IQA8,0
4,bleglace,3,25.93,IQA8,0
